proyecto,ruta,elemento,clasificacion,referencias,justificacion
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\rastreador.py,[clase] RastreadorCamara:31,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\deteccion\rastreador.py,[clase] GestorRastreadores:88,ACTIVO,2,"usado en 2 modulo(s): vigilante_amazonas.adaptador_websocket, vigilante_amazonas.deteccion.motor"
SERVER-IA PERIMETRALES,vigilante_amazonas\ejemplo_cliente\consumo_alertas.py,[funcion] connect:45,DUDOSO,4,"modulo no alcanzable, pero el simbolo se cita en 4 modulo(s)"
SERVER-IA PERIMETRALES,vigilante_amazonas\ejemplo_cliente\consumo_alertas.py,[funcion] disconnect:50,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,vigilante_amazonas\ejemplo_cliente\consumo_alertas.py,[funcion] alerta_persona:55,DUDOSO,2,"modulo no alcanzable, pero el simbolo se cita en 2 modulo(s)"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\analizador_asincrono.py,[clase] AnalizadorAsincrono:27,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\clasificador_seguridad.py,[clase] ClasificadorSeguridad:31,ACTIVO,2,"usado en 2 modulo(s): analityc.core.puente_vigilante, vigilante_amazonas.servicios.nucleo_servicios"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\clip_compartido.py,[clase] ClipCompartido:26,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\clip_compartido.py,[funcion] get_clip:76,ACTIVO,3,"usado en 3 modulo(s): vigilante_amazonas.servicios.clasificador_seguridad, vigilante_amazonas.servicios.detector_merodeo, vigilante_amazonas.servicios.embebedor_vestimenta"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\detector_merodeo.py,[clase] DetectorMerodeo:48,ACTIVO,2,"usado en 2 modulo(s): vigilante_amazonas.adaptador_websocket, vigilante_amazonas.servicios.rastreador_area"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\embebedor_rostro.py,[clase] EmbebedorRostro:34,ACTIVO,1,usado en 1 modulo(s): vigilante_amazonas.servicios.motor_reid
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\embebedor_vestimenta.py,[clase] EmbebedorVestimenta:32,ACTIVO,1,usado en 1 modulo(s): vigilante_amazonas.servicios.motor_reid
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\emisor_alertas.py,[clase] EmisorAlertas:44,ACTIVO,2,"usado en 2 modulo(s): analityc.core.puente_vigilante, vigilante_amazonas.servicios.nucleo_servicios"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\emisor_whatsapp.py,[clase] EmisorWhatsApp:39,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\emisor_whatsapp.py,[funcion] get_emisor_whatsapp:157,ACTIVO,1,usado en 1 modulo(s): vigilante_amazonas.adaptador_websocket
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\galeria.py,[clase] ResultadoBusqueda:27,ACTIVO,1,usado en 1 modulo(s): vigilante_amazonas.servicios.motor_reid
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\galeria.py,[clase] Galeria:55,ACTIVO,3,"usado en 3 modulo(s): analityc.core.analytics.body_reidentifier, app.dashboard, vigilante_amazonas.servicios.motor_reid"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\motor_reid.py,[clase] EventoReID:43,ACTIVO,3,"usado en 3 modulo(s): analityc.core.puente_vigilante, vigilante_amazonas.adaptador_websocket, vigilante_amazonas.servicios.emisor_alertas"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\motor_reid.py,[clase] MotorReID:60,ACTIVO,4,"usado en 4 modulo(s): analityc.core.puente_vigilante, vigilante_amazonas.servicios.emisor_alertas, vigilante_amazonas.servicios.nucleo_servicios"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\nucleo_servicios.py,[clase] Servicios:30,ACTIVO,1,usado en 1 modulo(s): vigilante_amazonas.servicios
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\nucleo_servicios.py,[funcion] get_servicios:38,ACTIVO,6,"usado en 6 modulo(s): analityc.core.puente_vigilante, vigilante_amazonas.adaptador_websocket, vigilante_amazonas.main"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\rastreador_area.py,[clase] RastreadorArea:64,ACTIVO,2,"usado en 2 modulo(s): vigilante_amazonas.adaptador_websocket, vigilante_amazonas.servicios.detector_merodeo"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\verificador_vlm.py,[clase] ConsultaVLM:48,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\verificador_vlm.py,[funcion] vlm_activo:71,ACTIVO,3,"usado en 3 modulo(s): analityc.core.analytics.analizador_pendientes, app.dashboard, vigilante_amazonas.web.panel"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\verificador_vlm.py,[funcion] fijar_vlm:80,ACTIVO,3,"usado en 3 modulo(s): analityc.core.analytics.analizador_pendientes, app.dashboard, vigilante_amazonas.web.panel"
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\verificador_vlm.py,[funcion] obtener_vlm:106,ACTIVO,1,usado en 1 modulo(s): vigilante_amazonas.web.panel
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\verificador_vlm.py,[funcion] crear_vlm:111,ACTIVO,1,usado en 1 modulo(s): vigilante_amazonas.servicios.nucleo_servicios
SERVER-IA PERIMETRALES,vigilante_amazonas\servicios\verificador_vlm.py,[clase] VerificadorVLM:138,ACTIVO,4,"usado en 4 modulo(s): scripts.test_verificador_vlm, analityc.core.puente_vigilante, analityc.core.analytics.verificador_vlm"
SERVER-IA PERIMETRALES,vigilante_amazonas\utilidades\registro.py,[clase] FormateadorJSON:29,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\utilidades\registro.py,[funcion] configurar_registro:76,ACTIVO,23,"usado en 23 modulo(s): vigilante_amazonas.adaptador_websocket, vigilante_amazonas.main, vigilante_amazonas.captura.fuente_rtsp"
SERVER-IA PERIMETRALES,vigilante_amazonas\web\base_datos.py,[clase] BaseDatos:76,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
SERVER-IA PERIMETRALES,vigilante_amazonas\web\base_datos.py,[funcion] get_bd:242,ACTIVO,5,"usado en 5 modulo(s): vigilante_amazonas.main, vigilante_amazonas.servicios.emisor_alertas, vigilante_amazonas.servicios.galeria"
SERVER-IA PERIMETRALES,vigilante_amazonas\web\dashboard.py,[clase] PersonaEntrada:42,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\web\dashboard.py,[clase] PersonaParche:49,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\web\dashboard.py,[funcion] crear_app:56,ACTIVO,2,"usado en 2 modulo(s): app.dashboard_tienda, vigilante_amazonas.web.panel"
SERVER-IA PERIMETRALES,vigilante_amazonas\web\lanzador.py,[funcion] puerto_ocupado:30,DUDOSO,0,modulo alcanzable pero el simbolo no se referencia fuera (puede ser API publica o slot de Qt)
SERVER-IA PERIMETRALES,vigilante_amazonas\web\lanzador.py,[funcion] iniciar_dashboard:37,ACTIVO,3,"usado en 3 modulo(s): iniciar_servidor_headless, vigilante_amazonas.adaptador_websocket, vigilante_amazonas.main"
SERVER-IA PERIMETRALES,vigilante_amazonas\web\panel.py,[funcion] carpeta_screenshots:47,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,vigilante_amazonas\web\panel.py,[funcion] crear_panel:97,ACTIVO,1,usado en 1 modulo(s): vigilante_amazonas.web.lanzador
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] index:147,DUDOSO,6,"modulo no alcanzable, pero el simbolo se cita en 6 modulo(s)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_persons:158,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_stats:197,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_face_image:246,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_find_duplicates:269,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_auto_merge:329,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_person_detail:469,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_patch_person:486,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_delete_person:551,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_delete_batch:568,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_merge_persons:645,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_delete_all:731,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_deep_analyze_one:836,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_deep_analyze_unknown:878,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_report_pdf:949,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_heatmaps:993,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_heatmap_history:1039,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_heatmap_history_image:1080,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_heatmap_image:1094,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_heatmap_calendar:1223,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_heatmap_get_areas:1238,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_heatmap_put_areas:1246,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_heatmap_aggregate:1276,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_heatmap_aggregate_all:1355,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_heatmaps_delete_all:1398,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_heatmap_delete_one:1419,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_captures:1469,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_capture_person:1511,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_capture_face:1522,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] api_captures_delete:1533,DUDOSO,0,"sin referencias externas, pero su modulo usa invocacion dinamica (getattr/eval/importlib)"
SERVER-IA PERIMETRALES,webapp\app.py,[funcion] health:1547,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,webapp\deep_analyzer.py,[clase] DeepGenderAgeAnalyzer:56,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
SERVER-IA PERIMETRALES,webapp\report_generator.py,[funcion] generate_report:514,DUDOSO,1,"modulo no alcanzable, pero el simbolo se cita en 1 modulo(s)"
